X1,Date,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
50,10.01.16,12435.43,5754.32,515.58,5238.74,0,organic,SanDiego,4046_1414.85,4225_5266.26,4770_0
51,03.01.16,10975.51,3067.93,614.85,2453.08,0,organic,SanDiego,4046_1991.55,4225_5916.03,4770_0
0,25.12.16,16169.17,2234.76,2234.76,0,0,organic,SanFrancisco,4046_5599.25,4225_8335.16,4770_0
1,18.12.16,14537.83,2309.1,2309.1,0,0,organic,SanFrancisco,4046_4731.38,4225_7497.35,4770_0
2,11.12.16,16323.32,3026.07,3026.07,0,0,organic,SanFrancisco,4046_5669.42,4225_7627.83,4770_0
3,04.12.16,17934.25,3229.94,3217.12,12.82,0,organic,SanFrancisco,4046_7263.87,4225_7440.44,4770_0
4,27.11.16,17864.74,2377.87,2292.98,84.89,0,organic,SanFrancisco,4046_7103,4225_8383.87,4770_0
5,20.11.16,17436.41,3686.28,3620.25,66.03,0,organic,SanFrancisco,4046_5926.88,4225_7823.25,4770_0
6,13.11.16,18930.4,3384.34,3337.67,46.67,0,organic,SanFrancisco,4046_6204.65,4225_9341.41,4770_0
7,06.11.16,19043.8,3105.97,3079.3,26.67,0,organic,SanFrancisco,4046_5898.49,4225_10039.34,4770_0
8,30.10.16,16700.94,3232.16,3232.16,0,0,organic,SanFrancisco,4046_2325.93,4225_11142.85,4770_0
9,23.10.16,11252.48,2818.33,2818.33,0,0,organic,SanFrancisco,4046_522.51,4225_7911.64,4770_0
10,16.10.16,9048.18,3035.34,3035.34,0,0,organic,SanFrancisco,4046_696.18,4225_5316.66,4770_0
11,09.10.16,20761.25,2745.08,2717.31,27.77,0,organic,SanFrancisco,4046_1173.39,4225_16842.78,4770_0
12,02.10.16,22501.25,2934.01,2890.68,43.33,0,organic,SanFrancisco,4046_915.83,4225_18642.6,4770_8.81
13,25.09.16,21280.92,3196.25,3172.92,23.33,0,organic,SanFrancisco,4046_1004.39,4225_17080.28,4770_0
14,18.09.16,23514.36,2219.25,2165.92,53.33,0,organic,SanFrancisco,4046_1244.2,4225_20050.91,4770_0
15,11.09.16,24473.19,2973.7,2947.03,26.67,0,organic,SanFrancisco,4046_1085.31,4225_20414.18,4770_0
16,04.09.16,24494.11,2824.49,2771.16,53.33,0,organic,SanFrancisco,4046_808.89,4225_20860.73,4770_0
17,28.08.16,24143.51,2720.56,2703.89,16.67,0,organic,SanFrancisco,4046_879.59,4225_20543.36,4770_0
18,21.08.16,20261,2343.2,2303.2,40,0,organic,SanFrancisco,4046_1618.49,4225_16299.31,4770_0
19,14.08.16,25520.8,2249.63,2209.63,40,0,organic,SanFrancisco,4046_1769.21,4225_21501.96,4770_0
20,07.08.16,24605.38,2888.23,2861.56,26.67,0,organic,SanFrancisco,4046_2253.95,4225_19463.2,4770_0
21,31.07.16,23597.78,1890.57,1877.24,13.33,0,organic,SanFrancisco,4046_1680.88,4225_20024.9,4770_1.43
22,24.07.16,22083.85,1712.75,1709.42,3.33,0,organic,SanFrancisco,4046_1599.49,4225_18771.61,4770_0
23,17.07.16,26284.24,2624.24,2614.24,10,0,organic,SanFrancisco,4046_1394.27,4225_22261.46,4770_4.27
24,10.07.16,29064.21,2159.11,2149.11,10,0,organic,SanFrancisco,4046_1759.68,4225_25145.42,4770_0
25,03.07.16,29071.11,1894.33,1884.33,10,0,organic,SanFrancisco,4046_1423.41,4225_25739.18,4770_14.19
26,26.06.16,29535.82,2008.03,2004.7,3.33,0,organic,SanFrancisco,4046_2214.42,4225_25310.53,4770_2.84
27,19.06.16,26991.7,1662.07,1658.74,3.33,0,organic,SanFrancisco,4046_1610.48,4225_23719.15,4770_0
28,12.06.16,27349.15,2119.98,2116.65,3.33,0,organic,SanFrancisco,4046_1204.96,4225_24024.21,4770_0
29,05.06.16,26850.91,2188.72,2182.05,6.67,0,organic,SanFrancisco,4046_1444.73,4225_23217.46,4770_0
30,29.05.16,28707.18,2189.8,2186.47,3.33,0,organic,SanFrancisco,4046_1397.86,4225_25119.52,4770_0
31,22.05.16,30292.77,1732.76,1722.76,10,0,organic,SanFrancisco,4046_1453.65,4225_27106.36,4770_0
32,15.05.16,31308.71,1720.33,1713.66,6.67,0,organic,SanFrancisco,4046_1845.91,4225_27742.47,4770_0
33,08.05.16,51985.57,2087.38,2087.38,0,0,organic,SanFrancisco,4046_1609.98,4225_48288.21,4770_0
34,01.05.16,47035.36,1764.63,1764.63,0,0,organic,SanFrancisco,4046_1480.41,4225_43790.32,4770_0
35,24.04.16,29693.75,2093.74,2093.74,0,0,organic,SanFrancisco,4046_1506.58,4225_26093.43,4770_0
36,17.04.16,25486.1,1624.45,1624.45,0,0,organic,SanFrancisco,4046_1308.2,4225_22553.45,4770_0
37,10.04.16,25141.16,1798.81,1798.81,0,0,organic,SanFrancisco,4046_1173.24,4225_22169.11,4770_0
38,03.04.16,24055.14,1566.67,1566.67,0,0,organic,SanFrancisco,4046_1124.32,4225_21364.15,4770_0
39,27.03.16,25593.44,1983.59,1983.59,0,0,organic,SanFrancisco,4046_1256.99,4225_22352.86,4770_0
40,20.03.16,24714.55,1712.22,1712.22,0,0,organic,SanFrancisco,4046_1130.34,4225_21871.99,4770_0
41,13.03.16,25229.74,1744.95,1744.95,0,0,organic,SanFrancisco,4046_1352.64,4225_22132.15,4770_0
42,06.03.16,24869.6,760.71,760.71,0,0,organic,SanFrancisco,4046_1787.24,4225_22321.65,4770_0
43,28.02.16,24175.21,31.28,31.28,0,0,organic,SanFrancisco,4046_1143.86,4225_23000.07,4770_0
44,21.02.16,21256.64,59.69,53.02,6.67,0,organic,SanFrancisco,4046_1145.81,4225_20051.14,4770_0
45,14.02.16,21276.09,31.11,31.11,0,0,organic,SanFrancisco,4046_1014.44,4225_20230.54,4770_0
46,07.02.16,26088.82,62.12,62.12,0,0,organic,SanFrancisco,4046_1240.75,4225_24785.95,4770_0
47,31.01.16,23630.61,124.03,86.82,37.21,0,organic,SanFrancisco,4046_1637.6,4225_21868.98,4770_0
48,24.01.16,24292.32,242.05,127.23,114.82,0,organic,SanFrancisco,4046_1127.37,4225_22922.9,4770_0
49,17.01.16,18983.23,124.26,105.62,18.64,0,organic,SanFrancisco,4046_1127.33,4225_17731.64,4770_0
50,10.01.16,17568.19,317.14,233.19,83.95,0,organic,SanFrancisco,4046_1183.68,4225_16067.37,4770_0
51,03.01.16,18894.27,491.8,382.86,108.94,0,organic,SanFrancisco,4046_1153.15,4225_17249.32,4770_0
0,25.12.16,80324.51,64712.88,548.41,64164.47,0,organic,Seattle,4046_353.45,4225_15255.56,4770_2.62
1,18.12.16,46216.41,35057.15,443.67,34613.48,0,organic,Seattle,4046_373.65,4225_10784.3,4770_1.31
2,11.12.16,26530.99,17490.48,555.46,16935.02,0,organic,Seattle,4046_382.04,4225_8657.16,4770_1.31
3,04.12.16,38898.52,28232.73,534.52,27698.21,0,organic,Seattle,4046_442.32,4225_10207.77,4770_15.7
4,27.11.16,36545.5,26390.5,322.68,26067.82,0,organic,Seattle,4046_321.68,4225_9807.21,4770_26.11
5,20.11.16,40278.71,29033.56,735.87,28297.69,0,organic,Seattle,4046_385.45,4225_10855.78,4770_3.92
6,13.11.16,28907.25,9833.17,801.11,9032.06,0,organic,Seattle,4046_541.62,4225_18490.5,4770_41.96
7,06.11.16,35103.94,23597.98,600.56,22997.42,0,organic,Seattle,4046_503.78,4225_10960.26,4770_41.92
8,30.10.16,13588.39,1424.42,600.6,823.82,0,organic,Seattle,4046_794.44,4225_11345.97,4770_23.56
9,23.10.16,15072.28,3250.25,688.18,2562.07,0,organic,Seattle,4046_793.82,4225_10958.22,4770_69.99
10,16.10.16,33108.57,21555.81,3017.8,18538.01,0,organic,Seattle,4046_835.37,4225_10706.93,4770_10.46
11,09.10.16,23673.82,13822.15,4318.59,9503.56,0,organic,Seattle,4046_689.95,4225_9161.72,4770_0
12,02.10.16,35306.91,25862.37,3661.9,22200.47,0,organic,Seattle,4046_1498.12,4225_7937.3,4770_9.12
13,25.09.16,29440.75,18379.07,4761.1,13617.97,0,organic,Seattle,4046_3798.76,4225_7157.62,4770_105.3
14,18.09.16,35004.7,24457.33,8769.31,15688.02,0,organic,Seattle,4046_5284.83,4225_5003.17,4770_259.37
15,11.09.16,41227.8,28324.57,6270,22054.57,0,organic,Seattle,4046_5095.82,4225_7772.47,4770_34.94
16,04.09.16,22006.58,2181.35,664.36,1516.99,0,organic,Seattle,4046_6158.94,4225_13584.95,4770_81.34
17,28.08.16,18871.59,606.73,532.98,73.75,0,organic,Seattle,4046_5595.5,4225_12638.28,4770_31.08
18,21.08.16,30611.93,11004.17,10937.33,66.84,0,organic,Seattle,4046_5087.77,4225_14464.37,4770_55.62
19,14.08.16,28185.87,2075.98,1609.59,466.39,0,organic,Seattle,4046_5345.6,4225_20681.63,4770_82.66
20,07.08.16,31464.7,12719.06,4920.92,7798.14,0,organic,Seattle,4046_4368.95,4225_14319.95,4770_56.74
21,31.07.16,48248.63,31688.03,2455.73,29232.3,0,organic,Seattle,4046_3816.63,4225_12705.33,4770_38.64
22,24.07.16,28351.54,6683.07,295.02,6388.05,0,organic,Seattle,4046_2911.49,4225_18679.58,4770_77.4
23,17.07.16,30480.39,2960.08,363.33,2596.75,0,organic,Seattle,4046_1924.24,4225_25560.94,4770_35.13
24,10.07.16,37406.41,10438.4,277.67,10160.73,0,organic,Seattle,4046_1364.66,4225_25562.94,4770_40.41
25,03.07.16,45009.96,16306.46,342.52,15963.94,0,organic,Seattle,4046_1082.01,4225_27564.89,4770_56.6
26,26.06.16,41165.72,7834.75,196.26,7638.49,0,organic,Seattle,4046_813.21,4225_32449.11,4770_68.65
27,19.06.16,40879.73,1136.76,332.71,804.05,0,organic,Seattle,4046_1015.37,4225_38691.88,4770_35.72
28,12.06.16,30958.84,4142.73,359.21,3783.52,0,organic,Seattle,4046_655,4225_26109.16,4770_51.95
29,05.06.16,40948.65,744.93,272.96,471.97,0,organic,Seattle,4046_625.84,4225_39556.57,4770_21.31
30,29.05.16,39722.85,8277.66,478.03,7799.63,0,organic,Seattle,4046_625.03,4225_30792.23,4770_27.93
31,22.05.16,53707.4,16310.78,262.85,16047.93,0,organic,Seattle,4046_631.72,4225_36746.36,4770_18.54
32,15.05.16,42825.14,9594.58,233.22,9361.36,0,organic,Seattle,4046_739.57,4225_32468.52,4770_22.47
33,08.05.16,54996.33,29925.06,291.79,29633.27,0,organic,Seattle,4046_637.12,4225_24402.5,4770_31.65
34,01.05.16,54382.38,25843.73,280.71,25563.02,0,organic,Seattle,4046_490.82,4225_27880.71,4770_167.12
35,24.04.16,63398.87,21115.64,435.55,20680.09,0,organic,Seattle,4046_667.33,4225_41604.03,4770_11.87
36,17.04.16,36396.95,17144.61,367.57,16777.04,0,organic,Seattle,4046_573.14,4225_18659.47,4770_19.73
37,10.04.16,112486.22,84463.9,5360.97,79102.93,0,organic,Seattle,4046_608.37,4225_27403.46,4770_10.49
38,03.04.16,49342.12,24475.07,968.39,23506.68,0,organic,Seattle,4046_614.81,4225_24201.33,4770_50.91
39,27.03.16,36606.53,15268.19,443.54,14824.65,0,organic,Seattle,4046_454.87,4225_20878.24,4770_5.23
40,20.03.16,87462.26,62330.98,7575.05,54755.93,0,organic,Seattle,4046_474.08,4225_24602.2,4770_55
41,13.03.16,51451.83,35977.15,10152.23,25824.92,0,organic,Seattle,4046_409.24,4225_15023.6,4770_41.84
42,06.03.16,39782,21337.79,521.41,20816.38,0,organic,Seattle,4046_583.7,4225_17846.08,4770_14.43
43,28.02.16,37727.89,10832.35,2036.03,8796.32,0,organic,Seattle,4046_800.13,4225_26050.81,4770_44.6
44,21.02.16,29590.91,14878.5,1207.09,13671.41,0,organic,Seattle,4046_362.25,4225_14316.01,4770_34.15
45,14.02.16,71534.03,50778.37,1904.23,48874.14,0,organic,Seattle,4046_455.72,4225_20258.99,4770_40.95
46,07.02.16,33199.26,19319.35,7549.44,11769.91,0,organic,Seattle,4046_557.91,4225_13292.78,4770_29.22
47,31.01.16,33959.31,19003.29,4026.28,14977.01,0,organic,Seattle,4046_434.84,4225_14514.53,4770_6.65
48,24.01.16,26516.63,13980.36,244.19,13736.17,0,organic,Seattle,4046_681.3,4225_11791.04,4770_63.93
49,17.01.16,42107.7,25585.68,163.14,25422.54,0,organic,Seattle,4046_560.56,4225_15954.79,4770_6.67
50,10.01.16,37193.3,19989.76,48.94,19940.82,0,organic,Seattle,4046_649.31,4225_16547.56,4770_6.67
51,03.01.16,24767.95,11544.55,14.83,11529.72,0,organic,Seattle,4046_577.02,4225_12634.37,4770_12.01
0,25.12.16,6491.55,3671.7,2797.68,874.02,0,organic,SouthCarolina,4046_293.57,4225_2329.01,4770_197.27
1,18.12.16,7408.4,4759.11,3481.51,1277.6,0,organic,SouthCarolina,4046_280.88,4225_2148.75,4770_219.66
2,11.12.16,7688.78,5061.12,3096.76,1964.36,0,organic,SouthCarolina,4046_345.23,4225_2113.81,4770_168.62
3,04.12.16,7030.03,4458.78,2942.11,1516.67,0,organic,SouthCarolina,4046_219.6,4225_2204.44,4770_147.21
4,27.11.16,7063.85,4279.86,3086.57,1193.29,0,organic,SouthCarolina,4046_316.98,4225_2281.53,4770_185.48
5,20.11.16,10629.43,7495.25,5563.87,1931.38,0,organic,SouthCarolina,4046_354.35,4225_2489.89,4770_289.94
6,13.11.16,10613.01,7307.1,5617.42,1689.68,0,organic,SouthCarolina,4046_402.68,4225_2599.6,4770_303.63
7,06.11.16,10649.94,6981.28,4928.77,2052.51,0,organic,SouthCarolina,4046_405.62,4225_2900.88,4770_362.16
8,30.10.16,8600.52,4072.32,2907.25,1165.07,0,organic,SouthCarolina,4046_392.92,4225_3718.26,4770_417.02
9,23.10.16,11386.72,7353.05,3788.85,3564.2,0,organic,SouthCarolina,4046_428.52,4225_3328.29,4770_276.86
10,16.10.16,9365.29,5022.38,2933.76,2088.62,0,organic,SouthCarolina,4046_499.96,4225_3550.68,4770_292.27
11,09.10.16,8734.25,5310.77,4261.03,1049.74,0,organic,SouthCarolina,4046_614.22,4225_2496.72,4770_312.54
12,02.10.16,8341.95,3491.09,3318.47,172.62,0,organic,SouthCarolina,4046_761.23,4225_3710.83,4770_378.8
13,25.09.16,7733.79,3172.21,2172.34,999.87,0,organic,SouthCarolina,4046_632.05,4225_3622.72,4770_306.81
14,18.09.16,9465.99,5136.42,3837.2,1299.22,0,organic,SouthCarolina,4046_479.32,4225_3496.18,4770_354.07
15,11.09.16,12458.37,7522.48,6648.44,874.04,0,organic,SouthCarolina,4046_757.79,4225_3868.48,4770_309.62
16,04.09.16,11353.45,6611.26,5534.06,1077.2,0,organic,SouthCarolina,4046_752.61,4225_3665.9,4770_323.68
17,28.08.16,12471.57,7706.56,6005.61,1700.95,0,organic,SouthCarolina,4046_784.67,4225_3574.06,4770_406.28
18,21.08.16,12593.77,7733.6,7072.24,661.36,0,organic,SouthCarolina,4046_985.59,4225_3391.77,4770_482.81
19,14.08.16,13377.37,7962.19,6868.73,1093.46,0,organic,SouthCarolina,4046_1080.09,4225_3792.29,4770_542.8
20,07.08.16,15987.24,9419.96,6147.56,3272.4,0,organic,SouthCarolina,4046_1102.24,4225_4761.4,4770_703.64
21,31.07.16,12518.72,6579.61,6131.73,447.88,0,organic,SouthCarolina,4046_1306.7,4225_3927.4,4770_705.01
22,24.07.16,11277.34,5901.32,5785.79,115.53,0,organic,SouthCarolina,4046_1178.49,4225_3580.75,4770_616.78
23,17.07.16,13916.21,9075.35,6516.71,2558.64,0,organic,SouthCarolina,4046_1024.5,4225_3135,4770_681.36
24,10.07.16,11611.02,6963.51,4928.87,2034.64,0,organic,SouthCarolina,4046_827.79,4225_3202.8,4770_616.92
25,03.07.16,11068.68,6466.02,4096.13,2369.89,0,organic,SouthCarolina,4046_908.7,4225_3010.9,4770_683.06
26,26.06.16,12445.56,7771.24,5690.33,2080.91,0,organic,SouthCarolina,4046_1132.67,4225_2938.21,4770_603.44
27,19.06.16,8957.97,4917.65,2757.33,2160.32,0,organic,SouthCarolina,4046_681.83,4225_2877.65,4770_480.84
28,12.06.16,9826.29,5484.99,3877.37,1607.62,0,organic,SouthCarolina,4046_998.33,4225_2919.7,4770_423.27
29,05.06.16,10467.48,6246.61,5142.68,1103.93,0,organic,SouthCarolina,4046_968.26,4225_2877.64,4770_374.97
30,29.05.16,9383.7,5282.94,4732.74,550.2,0,organic,SouthCarolina,4046_1076.48,4225_2749.91,4770_274.37
31,22.05.16,9809.46,6024.36,5214.09,810.27,0,organic,SouthCarolina,4046_1000.77,4225_2448.67,4770_335.66
32,15.05.16,9990.1,6493.47,6020.41,473.06,0,organic,SouthCarolina,4046_752.91,4225_2472.08,4770_271.64
33,08.05.16,6899.7,3552.46,3150.91,401.55,0,organic,SouthCarolina,4046_671.93,4225_2359.84,4770_315.47
34,01.05.16,8528.01,5213.76,4433.86,779.9,0,organic,SouthCarolina,4046_669.32,4225_2362.52,4770_282.41
35,24.04.16,9294.82,5759.99,5536.75,223.24,0,organic,SouthCarolina,4046_711.94,4225_2575.64,4770_247.25
36,17.04.16,8123.8,4394.38,3937.03,457.35,0,organic,SouthCarolina,4046_812.04,4225_2592.81,4770_324.57
37,10.04.16,8212.07,4675.57,4667.29,8.28,0,organic,SouthCarolina,4046_631.03,4225_2514.18,4770_391.29
38,03.04.16,7335.37,4013.82,3948.93,64.89,0,organic,SouthCarolina,4046_738.12,4225_2285.2,4770_298.23
39,27.03.16,7001.06,3640.8,3388.69,252.11,0,organic,SouthCarolina,4046_778.61,4225_2339.58,4770_242.07
40,20.03.16,7098.91,4084.02,3922.98,161.04,0,organic,SouthCarolina,4046_714.51,4225_1976.73,4770_323.65
41,13.03.16,6135.77,2961.23,2922.43,38.8,0,organic,SouthCarolina,4046_859.12,4225_2022.42,4770_293
42,06.03.16,5255.59,2293.8,2267.22,26.58,0,organic,SouthCarolina,4046_716.32,4225_1990.61,4770_254.86
43,28.02.16,4454.16,1660.96,1645.23,15.73,0,organic,SouthCarolina,4046_619.3,4225_1867.21,4770_306.69
44,21.02.16,4752.84,2208.87,2121.77,87.1,0,organic,SouthCarolina,4046_669.98,4225_1631.47,4770_242.52
45,14.02.16,4901.72,2382.19,2178.3,203.89,0,organic,SouthCarolina,4046_646.76,4225_1624.04,4770_248.73
46,07.02.16,4661.03,1930.59,1801.35,129.24,0,organic,SouthCarolina,4046_573.69,4225_1792.04,4770_364.71
47,31.01.16,5545.65,2915.25,2786.72,128.53,0,organic,SouthCarolina,4046_786.83,4225_1594.15,4770_249.42
48,24.01.16,5939.18,3547.9,3458.63,89.27,0,organic,SouthCarolina,4046_693.16,4225_1335.95,4770_362.17
49,17.01.16,4600.84,1819.8,1799.92,19.88,0,organic,SouthCarolina,4046_844.33,4225_1613.53,4770_323.18
50,10.01.16,6107.02,2960.37,2748.16,212.21,0,organic,SouthCarolina,4046_691.1,4225_2094.93,4770_360.62
51,03.01.16,5893.4,2556.02,2435.41,120.61,0,organic,SouthCarolina,4046_1241.89,4225_1675.45,4770_420.04
0,25.12.16,94378.68,61519.06,59525.98,1993.08,0,organic,SouthCentral,4046_28632.23,4225_4227.39,4770_0
1,18.12.16,100860.88,72576.61,67763.58,4813.03,0,organic,SouthCentral,4046_23988.1,4225_4296.17,4770_0
2,11.12.16,101938.87,76243.28,69391.18,6852.1,0,organic,SouthCentral,4046_22116.71,4225_3578.88,4770_0
3,04.12.16,100639.79,71547.08,70185.18,1361.9,0,organic,SouthCentral,4046_26102.51,4225_2981.43,4770_8.77
4,27.11.16,122037.93,87574.61,84151.11,3423.5,0,organic,SouthCentral,4046_31680.35,4225_2782.97,4770_0
5,20.11.16,120110.49,86058.97,83113.68,2945.29,0,organic,SouthCentral,4046_31129,4225_2922.52,4770_0
6,13.11.16,144227.54,101256.52,92828,8428.52,0,organic,SouthCentral,4046_38610.17,4225_4360.85,4770_0
7,06.11.16,132275.3,88073.25,83278.46,4794.79,0,organic,SouthCentral,4046_39761.02,4225_4435.09,4770_5.94
8,30.10.16,94332.98,48810.74,47513.43,1297.31,0,organic,SouthCentral,4046_41423.95,4225_4092.33,4770_5.96
9,23.10.16,104747.96,33406.72,29443.08,3963.64,0,organic,SouthCentral,4046_67813.29,4225_3524.97,4770_2.98
10,16.10.16,144647.08,87387.04,68709.98,18677.06,0,organic,SouthCentral,4046_53252.15,4225_4007.89,4770_0
11,09.10.16,150647.8,91417.02,66104.4,25312.62,0,organic,SouthCentral,4046_54851.54,4225_4379.24,4770_0
12,02.10.16,131064.76,69267.73,66393.37,2874.36,0,organic,SouthCentral,4046_57006.38,4225_4790.65,4770_0
13,25.09.16,131608.43,74315.57,65470.7,8844.87,0,organic,SouthCentral,4046_50298.52,4225_6985.47,4770_8.87
14,18.09.16,129652.83,81566.46,73194.34,8372.12,0,organic,SouthCentral,4046_42581.23,4225_5505.14,4770_0
15,11.09.16,164162.25,111830.94,105704.69,6126.25,0,organic,SouthCentral,4046_47884.79,4225_4446.52,4770_0
16,04.09.16,169684.45,121177.47,115963.68,5213.79,0,organic,SouthCentral,4046_43288.51,4225_5218.47,4770_0
17,28.08.16,180003.45,127265.81,120903.43,6362.38,0,organic,SouthCentral,4046_48259.41,4225_4469.44,4770_8.79
18,21.08.16,247621.32,176063.71,170028.41,6035.3,0,organic,SouthCentral,4046_67192.31,4225_4365.3,4770_0
19,14.08.16,278711.99,197599.5,189805.15,7794.35,0,organic,SouthCentral,4046_76071.17,4225_5041.32,4770_0
20,07.08.16,138004.86,87724.7,52854.44,34870.26,0,organic,SouthCentral,4046_44893.49,4225_5386.67,4770_0
21,31.07.16,142770.97,86252.62,72360.02,13892.6,0,organic,SouthCentral,4046_51129.16,4225_5389.19,4770_0
22,24.07.16,136429.31,77254.2,65513.34,11740.86,0,organic,SouthCentral,4046_53040.76,4225_6134.35,4770_0
23,17.07.16,118903.02,67145.16,47727.73,19417.43,0,organic,SouthCentral,4046_44998.45,4225_6759.41,4770_0
24,10.07.16,106469.22,58363.28,54171.61,4191.67,0,organic,SouthCentral,4046_40521.68,4225_7584.26,4770_0
25,03.07.16,111340.2,57493.09,55392.77,2100.32,0,organic,SouthCentral,4046_45145.4,4225_8701.71,4770_0
26,26.06.16,114148.17,66595.53,61928.4,4667.13,0,organic,SouthCentral,4046_40284.96,4225_7267.68,4770_0
27,19.06.16,113554.54,66587.48,56430.45,10157.03,0,organic,SouthCentral,4046_39133.12,4225_7833.94,4770_0
28,12.06.16,120789.79,71816.74,63793.15,8023.59,0,organic,SouthCentral,4046_40677.24,4225_7936.51,4770_359.3
29,05.06.16,117920.36,73343.84,59332.91,14010.93,0,organic,SouthCentral,4046_36488.57,4225_7670.66,4770_417.29
30,29.05.16,144179.65,83179.97,65946.52,17233.45,0,organic,SouthCentral,4046_43253.38,4225_13727.01,4770_4019.29
31,22.05.16,130641.29,83351.92,66161,17190.92,0,organic,SouthCentral,4046_37426.79,4225_9630.79,4770_231.79
32,15.05.16,128078.72,80410.84,59811.01,20599.83,0,organic,SouthCentral,4046_32418.44,4225_15000.26,4770_249.18
33,08.05.16,133142.97,88742.91,59018.15,29724.76,0,organic,SouthCentral,4046_30976.28,4225_8774.75,4770_4649.03
34,01.05.16,113305.24,68177.32,57465.21,10712.11,0,organic,SouthCentral,4046_26730.12,4225_12090.39,4770_6307.41
35,24.04.16,110395.86,66461,46304.57,20156.43,0,organic,SouthCentral,4046_27167.11,4225_16727.91,4770_39.84
36,17.04.16,118580.72,73478.71,56962.55,16516.16,0,organic,SouthCentral,4046_29955.06,4225_15129.88,4770_17.07
37,10.04.16,91639,54469.51,41421.13,13048.38,0,organic,SouthCentral,4046_29757.15,4225_7403.82,4770_8.52
38,03.04.16,86545.27,52241.86,41885.1,10356.76,0,organic,SouthCentral,4046_28336.55,4225_5964.03,4770_2.83
39,27.03.16,84351.3,49200.81,39989.57,9211.24,0,organic,SouthCentral,4046_29009.17,4225_6132.83,4770_8.49
40,20.03.16,79411.38,44513.1,35287.48,9225.62,0,organic,SouthCentral,4046_27908.44,4225_6978.58,4770_11.26
41,13.03.16,86860.92,46536.78,39531.89,7004.89,0,organic,SouthCentral,4046_33069.76,4225_7254.38,4770_0
42,06.03.16,86686.51,51283.33,40850.8,10432.53,0,organic,SouthCentral,4046_29748.62,4225_5654.56,4770_0
43,28.02.16,89262.56,53633.12,38914.83,14718.29,0,organic,SouthCentral,4046_28679.61,4225_6947.04,4770_2.79
44,21.02.16,78298.97,42451.97,32726.25,9725.72,0,organic,SouthCentral,4046_29083.62,4225_6554.46,4770_208.92
45,14.02.16,75226.48,43172.26,33318.79,9853.47,0,organic,SouthCentral,4046_25976.29,4225_6077.93,4770_0
46,07.02.16,69236.98,35642.32,33200.13,2442.19,0,organic,SouthCentral,4046_28638.16,4225_4956.5,4770_0
47,31.01.16,69115.72,35027.89,34397.13,630.76,0,organic,SouthCentral,4046_29502.87,4225_4582.19,4770_2.77
48,24.01.16,70767.77,41283.32,39836.86,1446.46,0,organic,SouthCentral,4046_23737.39,4225_5747.06,4770_0
49,17.01.16,67598.5,32763.39,32475.79,287.6,0,organic,SouthCentral,4046_29157.6,4225_5671.95,4770_5.56
50,10.01.16,63163.21,37316.64,36780.47,536.17,0,organic,SouthCentral,4046_20245.33,4225_5601.24,4770_0
51,03.01.16,56538.34,33141.81,32138.91,1002.9,0,organic,SouthCentral,4046_18543.16,4225_4853.37,4770_0
0,25.12.16,46895.78,34034.25,18333.61,15700.64,0,organic,Southeast,4046_3551.01,4225_9031.23,4770_279.29
1,18.12.16,54712.86,42572.93,19398.71,23174.22,0,organic,Southeast,4046_3375.85,4225_8448.31,4770_315.77
2,11.12.16,59141.95,46603.52,17767.54,28835.98,0,organic,Southeast,4046_3862.37,4225_8401.47,4770_274.59
3,04.12.16,51799.91,38852.4,15786.96,23065.44,0,organic,Southeast,4046_3464.51,4225_9245.68,4770_237.32
4,27.11.16,46032.7,34136.84,17052.87,17083.97,0,organic,Southeast,4046_3303.62,4225_8282.1,4770_310.14
5,20.11.16,61264.14,46983.63,25312.29,21671.34,0,organic,Southeast,4046_4165.72,4225_9695.14,4770_419.65
6,13.11.16,71470.8,55137.97,31103.86,24034.11,0,organic,Southeast,4046_4473.42,4225_11409.19,4770_450.22
7,06.11.16,63877.72,43106.65,17305.32,25801.33,0,organic,Southeast,4046_5389.94,4225_14873.28,4770_507.85
8,30.10.16,44666,23494.63,5220.39,18274.24,0,organic,Southeast,4046_5090.29,4225_15508.61,4770_572.47
9,23.10.16,59238.63,39250.17,5363.63,33886.54,0,organic,Southeast,4046_4865.35,4225_14703.84,4770_419.27
10,16.10.16,56442.73,37300.39,7119.54,30180.85,0,organic,Southeast,4046_5174.56,4225_13534.89,4770_432.89
11,09.10.16,57606.91,34177.67,9681.13,24496.54,0,organic,Southeast,4046_10690.56,4225_12322.68,4770_416
12,02.10.16,38668.06,8645.18,7049.22,1595.96,0,organic,Southeast,4046_14243,4225_15259.97,4770_519.91
13,25.09.16,41398.38,18658.59,7449.41,11209.18,0,organic,Southeast,4046_7769.08,4225_14549.87,4770_420.84
14,18.09.16,57792.45,37066.01,19189.74,17876.27,0,organic,Southeast,4046_6072.82,4225_14168.25,4770_485.37
15,11.09.16,67246.01,45275.3,30666.03,14609.27,0,organic,Southeast,4046_7453.03,4225_14078.39,4770_439.29
16,04.09.16,67309.14,42320.43,31577.01,10743.42,0,organic,Southeast,4046_9207.65,4225_15349.22,4770_431.84
17,28.08.16,68341.93,45322.22,27669.13,17653.09,0,organic,Southeast,4046_8134.62,4225_14259.48,4770_625.61
18,21.08.16,64499.62,38413.03,32410.75,6002.28,0,organic,Southeast,4046_11946.01,4225_13428.48,4770_712.1
