,Date,AveragePrice,type,region
47,05.02.17,0.95,organic,Boise
48,29.01.17,1.06,organic,Boise
49,22.01.17,1.06,organic,Boise
50,15.01.17,1.06,organic,Boise
51,08.01.17,1.04,organic,Boise
52,01.01.17,1.05,organic,Boise
0,31.12.17,1.86,organic,Boston
1,24.12.17,1.83,organic,Boston
2,17.12.17,1.82,organic,Boston
3,10.12.17,1.74,organic,Boston
4,03.12.17,1.88,organic,Boston
5,26.11.17,1.81,organic,Boston
6,19.11.17,1.81,organic,Boston
7,12.11.17,1.87,organic,Boston
8,05.11.17,1.95,organic,Boston
9,29.10.17,1.83,organic,Boston
10,22.10.17,1.58,organic,Boston
11,15.10.17,1.6,organic,Boston
12,08.10.17,1.56,organic,Boston
13,01.10.17,1.61,organic,Boston
14,24.09.17,1.56,organic,Boston
15,17.09.17,1.56,organic,Boston
16,10.09.17,1.74,organic,Boston
17,03.09.17,1.76,organic,Boston
18,27.08.17,1.75,organic,Boston
19,20.08.17,1.72,organic,Boston
20,13.08.17,1.77,organic,Boston
21,06.08.17,1.61,organic,Boston
22,30.07.17,1.61,organic,Boston
23,23.07.17,1.59,organic,Boston
24,16.07.17,1.61,organic,Boston
25,09.07.17,2.17,organic,Boston
26,02.07.17,2.13,organic,Boston
27,25.06.17,2.13,organic,Boston
28,18.06.17,2.12,organic,Boston
29,11.06.17,2.07,organic,Boston
30,04.06.17,2.04,organic,Boston
31,28.05.17,2.04,organic,Boston
32,21.05.17,1.92,organic,Boston
33,14.05.17,1.99,organic,Boston
34,07.05.17,1.98,organic,Boston
35,30.04.17,2.02,organic,Boston
36,23.04.17,1.88,organic,Boston
37,16.04.17,2,organic,Boston
38,09.04.17,2,organic,Boston
39,02.04.17,2,organic,Boston
40,26.03.17,2.02,organic,Boston
41,19.03.17,2.06,organic,Boston
42,12.03.17,2.09,organic,Boston
43,05.03.17,1.72,organic,Boston
44,26.02.17,2.01,organic,Boston
45,19.02.17,2.06,organic,Boston
46,12.02.17,1.95,organic,Boston
47,05.02.17,1.63,organic,Boston
48,29.01.17,1.9,organic,Boston
49,22.01.17,1.93,organic,Boston
50,15.01.17,1.88,organic,Boston
51,08.01.17,1.95,organic,Boston
52,01.01.17,2.06,organic,Boston
0,31.12.17,1.15,organic,BuffaloRochester
1,24.12.17,1.15,organic,BuffaloRochester
2,17.12.17,1.15,organic,BuffaloRochester
3,10.12.17,1.14,organic,BuffaloRochester
4,03.12.17,1.18,organic,BuffaloRochester
5,26.11.17,1.26,organic,BuffaloRochester
6,19.11.17,1.42,organic,BuffaloRochester
7,12.11.17,1.39,organic,BuffaloRochester
8,05.11.17,1.36,organic,BuffaloRochester
9,29.10.17,1.35,organic,BuffaloRochester
10,22.10.17,1.35,organic,BuffaloRochester
11,15.10.17,1.33,organic,BuffaloRochester
12,08.10.17,1.34,organic,BuffaloRochester
13,01.10.17,1.39,organic,BuffaloRochester
14,24.09.17,1.4,organic,BuffaloRochester
15,17.09.17,1.47,organic,BuffaloRochester
16,10.09.17,1.8,organic,BuffaloRochester
17,03.09.17,1.41,organic,BuffaloRochester
18,27.08.17,1.37,organic,BuffaloRochester
19,20.08.17,1.46,organic,BuffaloRochester
20,13.08.17,1.27,organic,BuffaloRochester
21,06.08.17,1.34,organic,BuffaloRochester
22,30.07.17,1.44,organic,BuffaloRochester
23,23.07.17,1.28,organic,BuffaloRochester
24,16.07.17,1.26,organic,BuffaloRochester
25,09.07.17,2.55,organic,BuffaloRochester
26,02.07.17,2.57,organic,BuffaloRochester
27,25.06.17,2.57,organic,BuffaloRochester
28,18.06.17,2.54,organic,BuffaloRochester
29,11.06.17,2.46,organic,BuffaloRochester
30,04.06.17,2.51,organic,BuffaloRochester
31,28.05.17,2.19,organic,BuffaloRochester
32,21.05.17,2.16,organic,BuffaloRochester
33,14.05.17,2.16,organic,BuffaloRochester
34,07.05.17,2.19,organic,BuffaloRochester
35,30.04.17,2.16,organic,BuffaloRochester
36,23.04.17,2.14,organic,BuffaloRochester
37,16.04.17,2.14,organic,BuffaloRochester
38,09.04.17,2.17,organic,BuffaloRochester
39,02.04.17,2.09,organic,BuffaloRochester
40,26.03.17,2.16,organic,BuffaloRochester
41,19.03.17,2.05,organic,BuffaloRochester
42,12.03.17,2.05,organic,BuffaloRochester
43,05.03.17,1.89,organic,BuffaloRochester
44,26.02.17,1.93,organic,BuffaloRochester
45,19.02.17,1.98,organic,BuffaloRochester
46,12.02.17,1.81,organic,BuffaloRochester
47,05.02.17,1.81,organic,BuffaloRochester
48,29.01.17,1.61,organic,BuffaloRochester
49,22.01.17,1.5,organic,BuffaloRochester
50,15.01.17,1.58,organic,BuffaloRochester
51,08.01.17,1.73,organic,BuffaloRochester
52,01.01.17,1.64,organic,BuffaloRochester
0,31.12.17,1.71,organic,California
1,24.12.17,1.82,organic,California
2,17.12.17,1.75,organic,California
3,10.12.17,1.89,organic,California
4,03.12.17,1.81,organic,California
5,26.11.17,2,organic,California
6,19.11.17,1.98,organic,California
7,12.11.17,1.99,organic,California
8,05.11.17,1.76,organic,California
9,29.10.17,2.01,organic,California
10,22.10.17,2,organic,California
11,15.10.17,2.1,organic,California
12,08.10.17,2.17,organic,California
13,01.10.17,2.08,organic,California
14,24.09.17,2.05,organic,California
15,17.09.17,2.18,organic,California
16,10.09.17,2.2,organic,California
17,03.09.17,2.09,organic,California
18,27.08.17,2.54,organic,California
19,20.08.17,2.37,organic,California
20,13.08.17,2.21,organic,California
21,06.08.17,2.18,organic,California
22,30.07.17,2.14,organic,California
23,23.07.17,2.17,organic,California
24,16.07.17,2.14,organic,California
25,09.07.17,1.62,organic,California
26,02.07.17,1.73,organic,California
27,25.06.17,1.66,organic,California
28,18.06.17,1.78,organic,California
29,11.06.17,1.79,organic,California
30,04.06.17,1.64,organic,California
31,28.05.17,1.76,organic,California
32,21.05.17,1.78,organic,California
33,14.05.17,1.76,organic,California
34,07.05.17,1.59,organic,California
35,30.04.17,1.61,organic,California
36,23.04.17,1.6,organic,California
37,16.04.17,1.67,organic,California
38,09.04.17,1.63,organic,California
39,02.04.17,1.64,organic,California
40,26.03.17,1.7,organic,California
41,19.03.17,1.57,organic,California
42,12.03.17,1.53,organic,California
43,05.03.17,1.45,organic,California
44,26.02.17,1.34,organic,California
45,19.02.17,1.5,organic,California
46,12.02.17,1.54,organic,California
47,05.02.17,1.36,organic,California
48,29.01.17,1.44,organic,California
49,22.01.17,1.53,organic,California
50,15.01.17,1.66,organic,California
51,08.01.17,1.5,organic,California
52,01.01.17,1.46,organic,California
0,31.12.17,1.71,organic,Charlotte
1,24.12.17,1.83,organic,Charlotte
2,17.12.17,1.86,organic,Charlotte
3,10.12.17,1.91,organic,Charlotte
4,03.12.17,1.9,organic,Charlotte
5,26.11.17,2.11,organic,Charlotte
6,19.11.17,2.13,organic,Charlotte
7,12.11.17,2.15,organic,Charlotte
8,05.11.17,2.22,organic,Charlotte
9,29.10.17,2.02,organic,Charlotte
10,22.10.17,2.08,organic,Charlotte
11,15.10.17,2.38,organic,Charlotte
12,08.10.17,2.67,organic,Charlotte
13,01.10.17,2.82,organic,Charlotte
14,24.09.17,2.55,organic,Charlotte
15,17.09.17,2.77,organic,Charlotte
16,10.09.17,2.8,organic,Charlotte
17,03.09.17,2.82,organic,Charlotte
18,27.08.17,2.83,organic,Charlotte
19,20.08.17,2.48,organic,Charlotte
20,13.08.17,2.35,organic,Charlotte
21,06.08.17,2.36,organic,Charlotte
22,30.07.17,2.07,organic,Charlotte
23,23.07.17,2,organic,Charlotte
24,16.07.17,1.99,organic,Charlotte
25,09.07.17,2.06,organic,Charlotte
26,02.07.17,2.09,organic,Charlotte
27,25.06.17,1.99,organic,Charlotte
28,18.06.17,2.03,organic,Charlotte
29,11.06.17,2.15,organic,Charlotte
30,04.06.17,2.47,organic,Charlotte
31,28.05.17,2.5,organic,Charlotte
32,21.05.17,2.48,organic,Charlotte
33,14.05.17,2.21,organic,Charlotte
34,07.05.17,2.31,organic,Charlotte
35,30.04.17,2.53,organic,Charlotte
36,23.04.17,2.58,organic,Charlotte
37,16.04.17,2.05,organic,Charlotte
38,09.04.17,2.02,organic,Charlotte
39,02.04.17,1.95,organic,Charlotte
40,26.03.17,2.01,organic,Charlotte
41,19.03.17,1.96,organic,Charlotte
42,12.03.17,1.86,organic,Charlotte
43,05.03.17,1.78,organic,Charlotte
44,26.02.17,1.7,organic,Charlotte
45,19.02.17,1.67,organic,Charlotte
46,12.02.17,1.63,organic,Charlotte
47,05.02.17,1.62,organic,Charlotte
48,29.01.17,1.5,organic,Charlotte
49,22.01.17,1.48,organic,Charlotte
50,15.01.17,1.5,organic,Charlotte
51,08.01.17,1.49,organic,Charlotte
52,01.01.17,1.7,organic,Charlotte
0,31.12.17,1.79,organic,Chicago
1,24.12.17,1.81,organic,Chicago
2,17.12.17,1.39,organic,Chicago
3,10.12.17,1.65,organic,Chicago
4,03.12.17,1.75,organic,Chicago
5,26.11.17,1.73,organic,Chicago
6,19.11.17,1.79,organic,Chicago
7,12.11.17,2.06,organic,Chicago
8,05.11.17,1.95,organic,Chicago
9,29.10.17,2.06,organic,Chicago
10,22.10.17,2.1,organic,Chicago
11,15.10.17,1.9,organic,Chicago
12,08.10.17,1.8,organic,Chicago
13,01.10.17,1.84,organic,Chicago
14,24.09.17,1.92,organic,Chicago
15,17.09.17,2.13,organic,Chicago
16,10.09.17,1.96,organic,Chicago
17,03.09.17,2.05,organic,Chicago
18,27.08.17,2.11,organic,Chicago
19,20.08.17,1.71,organic,Chicago
20,13.08.17,1.69,organic,Chicago
21,06.08.17,1.74,organic,Chicago
22,30.07.17,1.9,organic,Chicago
23,23.07.17,1.88,organic,Chicago
24,16.07.17,1.83,organic,Chicago
25,09.07.17,1.99,organic,Chicago
26,02.07.17,1.98,organic,Chicago
27,25.06.17,1.98,organic,Chicago
28,18.06.17,1.98,organic,Chicago
29,11.06.17,1.96,organic,Chicago
30,04.06.17,1.94,organic,Chicago
31,28.05.17,1.93,organic,Chicago
32,21.05.17,1.94,organic,Chicago
33,14.05.17,1.93,organic,Chicago
34,07.05.17,1.95,organic,Chicago
35,30.04.17,1.97,organic,Chicago
36,23.04.17,1.67,organic,Chicago
37,16.04.17,1.74,organic,Chicago
38,09.04.17,1.95,organic,Chicago
39,02.04.17,1.94,organic,Chicago
40,26.03.17,1.67,organic,Chicago
41,19.03.17,1.68,organic,Chicago
42,12.03.17,1.93,organic,Chicago
43,05.03.17,1.64,organic,Chicago
44,26.02.17,1.69,organic,Chicago
45,19.02.17,1.6,organic,Chicago
46,12.02.17,1.53,organic,Chicago
47,05.02.17,1.49,organic,Chicago
48,29.01.17,1.51,organic,Chicago
49,22.01.17,1.51,organic,Chicago
50,15.01.17,1.85,organic,Chicago
51,08.01.17,1.81,organic,Chicago
52,01.01.17,1.34,organic,Chicago
0,31.12.17,1.36,organic,CincinnatiDayton
1,24.12.17,1.73,organic,CincinnatiDayton
2,17.12.17,1.73,organic,CincinnatiDayton
3,10.12.17,1.69,organic,CincinnatiDayton
4,03.12.17,1.72,organic,CincinnatiDayton
5,26.11.17,1.69,organic,CincinnatiDayton
6,19.11.17,1.66,organic,CincinnatiDayton
7,12.11.17,1.67,organic,CincinnatiDayton
8,05.11.17,1.92,organic,CincinnatiDayton
9,29.10.17,1.87,organic,CincinnatiDayton
10,22.10.17,1.86,organic,CincinnatiDayton
11,15.10.17,1.81,organic,CincinnatiDayton
12,08.10.17,1.94,organic,CincinnatiDayton
13,01.10.17,2.01,organic,CincinnatiDayton
14,24.09.17,2.2,organic,CincinnatiDayton
15,17.09.17,2.14,organic,CincinnatiDayton
16,10.09.17,2.15,organic,CincinnatiDayton
17,03.09.17,2.17,organic,CincinnatiDayton
18,27.08.17,1.95,organic,CincinnatiDayton
19,20.08.17,1.92,organic,CincinnatiDayton
20,13.08.17,1.97,organic,CincinnatiDayton
21,06.08.17,2.06,organic,CincinnatiDayton
22,30.07.17,1.85,organic,CincinnatiDayton
23,23.07.17,1.82,organic,CincinnatiDayton
24,16.07.17,1.82,organic,CincinnatiDayton
25,09.07.17,1.29,organic,CincinnatiDayton
26,02.07.17,1.28,organic,CincinnatiDayton
27,25.06.17,1.46,organic,CincinnatiDayton
28,18.06.17,1.55,organic,CincinnatiDayton
29,11.06.17,0.77,organic,CincinnatiDayton
30,04.06.17,1.65,organic,CincinnatiDayton
31,28.05.17,1.78,organic,CincinnatiDayton
32,21.05.17,1.66,organic,CincinnatiDayton
33,14.05.17,1.41,organic,CincinnatiDayton
34,07.05.17,1.48,organic,CincinnatiDayton
35,30.04.17,1.66,organic,CincinnatiDayton
36,23.04.17,1.92,organic,CincinnatiDayton
37,16.04.17,0.98,organic,CincinnatiDayton
38,09.04.17,0.86,organic,CincinnatiDayton
39,02.04.17,0.83,organic,CincinnatiDayton
40,26.03.17,1.04,organic,CincinnatiDayton
41,19.03.17,1.68,organic,CincinnatiDayton
42,12.03.17,0.64,organic,CincinnatiDayton
43,05.03.17,0.44,organic,CincinnatiDayton
44,26.02.17,0.49,organic,CincinnatiDayton
45,19.02.17,0.51,organic,CincinnatiDayton
46,12.02.17,0.64,organic,CincinnatiDayton
47,05.02.17,0.57,organic,CincinnatiDayton
48,29.01.17,0.8,organic,CincinnatiDayton
49,22.01.17,1.58,organic,CincinnatiDayton
50,15.01.17,1.88,organic,CincinnatiDayton
51,08.01.17,1.07,organic,CincinnatiDayton
52,01.01.17,1.23,organic,CincinnatiDayton
0,31.12.17,1.14,organic,Columbus
1,24.12.17,1.54,organic,Columbus
2,17.12.17,1.56,organic,Columbus
3,10.12.17,1.52,organic,Columbus
4,03.12.17,1.54,organic,Columbus
5,26.11.17,1.54,organic,Columbus
6,19.11.17,1.47,organic,Columbus
7,12.11.17,1.53,organic,Columbus
8,05.11.17,1.67,organic,Columbus
9,29.10.17,1.73,organic,Columbus
10,22.10.17,1.68,organic,Columbus
11,15.10.17,1.78,organic,Columbus
12,08.10.17,1.89,organic,Columbus
13,01.10.17,1.91,organic,Columbus
14,24.09.17,2.22,organic,Columbus
15,17.09.17,2.03,organic,Columbus
16,10.09.17,2.13,organic,Columbus
17,03.09.17,2.1,organic,Columbus
18,27.08.17,1.87,organic,Columbus
19,20.08.17,1.8,organic,Columbus
20,13.08.17,1.73,organic,Columbus
21,06.08.17,1.72,organic,Columbus
22,30.07.17,1.61,organic,Columbus
23,23.07.17,1.73,organic,Columbus
24,16.07.17,1.69,organic,Columbus
25,09.07.17,1.38,organic,Columbus
26,02.07.17,1.46,organic,Columbus
27,25.06.17,1.28,organic,Columbus
28,18.06.17,1.14,organic,Columbus
29,11.06.17,0.83,organic,Columbus
30,04.06.17,1.44,organic,Columbus
31,28.05.17,1.51,organic,Columbus
32,21.05.17,1.44,organic,Columbus
33,14.05.17,1.64,organic,Columbus
34,07.05.17,1.61,organic,Columbus
35,30.04.17,1.7,organic,Columbus
36,23.04.17,1.63,organic,Columbus
37,16.04.17,1.03,organic,Columbus
38,09.04.17,0.97,organic,Columbus
39,02.04.17,1.39,organic,Columbus
40,26.03.17,0.72,organic,Columbus
41,19.03.17,1.5,organic,Columbus
42,12.03.17,0.83,organic,Columbus
43,05.03.17,0.52,organic,Columbus
44,26.02.17,0.66,organic,Columbus
45,19.02.17,0.74,organic,Columbus
46,12.02.17,1,organic,Columbus
47,05.02.17,0.98,organic,Columbus
48,29.01.17,1.49,organic,Columbus
49,22.01.17,0.94,organic,Columbus
50,15.01.17,1.73,organic,Columbus
51,08.01.17,1.56,organic,Columbus
52,01.01.17,1.58,organic,Columbus
0,31.12.17,1.48,organic,DallasFtWorth
1,24.12.17,1.44,organic,DallasFtWorth
2,17.12.17,1.41,organic,DallasFtWorth
3,10.12.17,1.53,organic,DallasFtWorth
4,03.12.17,1.66,organic,DallasFtWorth
5,26.11.17,1.65,organic,DallasFtWorth
6,19.11.17,1.63,organic,DallasFtWorth
7,12.11.17,1.7,organic,DallasFtWorth
8,05.11.17,1.64,organic,DallasFtWorth
9,29.10.17,1.67,organic,DallasFtWorth
10,22.10.17,1.69,organic,DallasFtWorth
11,15.10.17,1.71,organic,DallasFtWorth
12,08.10.17,1.73,organic,DallasFtWorth
13,01.10.17,1.7,organic,DallasFtWorth
14,24.09.17,1.68,organic,DallasFtWorth
15,17.09.17,1.79,organic,DallasFtWorth
16,10.09.17,1.81,organic,DallasFtWorth
17,03.09.17,1.81,organic,DallasFtWorth
18,27.08.17,1.9,organic,DallasFtWorth
19,20.08.17,1.8,organic,DallasFtWorth
20,13.08.17,1.68,organic,DallasFtWorth
21,06.08.17,1.63,organic,DallasFtWorth
22,30.07.17,1.62,organic,DallasFtWorth
23,23.07.17,1.57,organic,DallasFtWorth
24,16.07.17,1.49,organic,DallasFtWorth
25,09.07.17,1.06,organic,DallasFtWorth
26,02.07.17,1.02,organic,DallasFtWorth
27,25.06.17,1.33,organic,DallasFtWorth
28,18.06.17,1.44,organic,DallasFtWorth
29,11.06.17,1.35,organic,DallasFtWorth
30,04.06.17,1.08,organic,DallasFtWorth
31,28.05.17,1.13,organic,DallasFtWorth
32,21.05.17,1.46,organic,DallasFtWorth
33,14.05.17,1.45,organic,DallasFtWorth
34,07.05.17,1.35,organic,DallasFtWorth
35,30.04.17,1.28,organic,DallasFtWorth
36,23.04.17,1.34,organic,DallasFtWorth
37,16.04.17,1.12,organic,DallasFtWorth
38,09.04.17,1.24,organic,DallasFtWorth
39,02.04.17,1.41,organic,DallasFtWorth
40,26.03.17,1.14,organic,DallasFtWorth
41,19.03.17,1.1,organic,DallasFtWorth
42,12.03.17,1.11,organic,DallasFtWorth
43,05.03.17,1.04,organic,DallasFtWorth
44,26.02.17,1.05,organic,DallasFtWorth
45,19.02.17,1.17,organic,DallasFtWorth
46,12.02.17,1.35,organic,DallasFtWorth
47,05.02.17,1.3,organic,DallasFtWorth
48,29.01.17,1.16,organic,DallasFtWorth
49,22.01.17,1.03,organic,DallasFtWorth
50,15.01.17,1.04,organic,DallasFtWorth
51,08.01.17,1.02,organic,DallasFtWorth
52,01.01.17,1.06,organic,DallasFtWorth
0,31.12.17,1.48,organic,Denver
1,24.12.17,1.61,organic,Denver
2,17.12.17,1.46,organic,Denver
3,10.12.17,1.67,organic,Denver
4,03.12.17,1.79,organic,Denver
5,26.11.17,2.01,organic,Denver
6,19.11.17,2.01,organic,Denver
7,12.11.17,1.99,organic,Denver
8,05.11.17,2.05,organic,Denver
9,29.10.17,2.01,organic,Denver
10,22.10.17,1.64,organic,Denver
11,15.10.17,1.55,organic,Denver
12,08.10.17,1.97,organic,Denver
13,01.10.17,1.93,organic,Denver
14,24.09.17,1.69,organic,Denver
15,17.09.17,2.02,organic,Denver
16,10.09.17,2.06,organic,Denver
17,03.09.17,2.02,organic,Denver
18,27.08.17,2.16,organic,Denver
19,20.08.17,2.11,organic,Denver
20,13.08.17,2.08,organic,Denver
21,06.08.17,1.95,organic,Denver
22,30.07.17,1.83,organic,Denver
23,23.07.17,1.83,organic,Denver
24,16.07.17,1.83,organic,Denver
25,09.07.17,1.94,organic,Denver
26,02.07.17,1.44,organic,Denver
27,25.06.17,1.17,organic,Denver
28,18.06.17,1.25,organic,Denver
29,11.06.17,1.97,organic,Denver
30,04.06.17,1.97,organic,Denver
31,28.05.17,1.69,organic,Denver
32,21.05.17,1.38,organic,Denver
33,14.05.17,0.74,organic,Denver
34,07.05.17,0.9,organic,Denver
35,30.04.17,1.24,organic,Denver
36,23.04.17,0.9,organic,Denver
37,16.04.17,0.96,organic,Denver
38,09.04.17,0.89,organic,Denver
39,02.04.17,0.84,organic,Denver
40,26.03.17,0.85,organic,Denver
41,19.03.17,0.89,organic,Denver
42,12.03.17,0.98,organic,Denver
43,05.03.17,0.94,organic,Denver
44,26.02.17,0.78,organic,Denver
45,19.02.17,1.16,organic,Denver
46,12.02.17,1.44,organic,Denver
47,05.02.17,1.38,organic,Denver
48,29.01.17,1.49,organic,Denver
49,22.01.17,0.98,organic,Denver
50,15.01.17,0.73,organic,Denver
51,08.01.17,0.8,organic,Denver
52,01.01.17,0.91,organic,Denver
0,31.12.17,1.05,organic,Detroit
1,24.12.17,1.37,organic,Detroit
2,17.12.17,1.41,organic,Detroit
3,10.12.17,1.39,organic,Detroit
4,03.12.17,1.39,organic,Detroit
5,26.11.17,1.43,organic,Detroit
6,19.11.17,1.37,organic,Detroit
7,12.11.17,1.42,organic,Detroit
8,05.11.17,1.58,organic,Detroit
9,29.10.17,1.65,organic,Detroit
10,22.10.17,1.61,organic,Detroit
11,15.10.17,1.69,organic,Detroit
12,08.10.17,1.82,organic,Detroit
13,01.10.17,1.75,organic,Detroit
14,24.09.17,2.08,organic,Detroit
15,17.09.17,1.85,organic,Detroit
16,10.09.17,1.88,organic,Detroit
17,03.09.17,1.87,organic,Detroit
18,27.08.17,1.64,organic,Detroit
19,20.08.17,1.59,organic,Detroit
20,13.08.17,1.54,organic,Detroit
21,06.08.17,1.68,organic,Detroit
22,30.07.17,1.61,organic,Detroit
23,23.07.17,1.74,organic,Detroit
24,16.07.17,1.6,organic,Detroit
25,09.07.17,1.47,organic,Detroit
26,02.07.17,1.44,organic,Detroit
27,25.06.17,1.39,organic,Detroit
28,18.06.17,1.51,organic,Detroit
29,11.06.17,0.92,organic,Detroit
30,04.06.17,1.75,organic,Detroit
31,28.05.17,1.64,organic,Detroit
32,21.05.17,1.5,organic,Detroit
33,14.05.17,1.76,organic,Detroit
34,07.05.17,1.81,organic,Detroit
35,30.04.17,1.83,organic,Detroit
36,23.04.17,1.79,organic,Detroit
37,16.04.17,0.93,organic,Detroit
38,09.04.17,0.9,organic,Detroit
39,02.04.17,1.46,organic,Detroit
40,26.03.17,0.65,organic,Detroit
41,19.03.17,1.32,organic,Detroit
42,12.03.17,0.7,organic,Detroit
43,05.03.17,0.48,organic,Detroit
44,26.02.17,0.57,organic,Detroit
45,19.02.17,0.57,organic,Detroit
46,12.02.17,0.82,organic,Detroit
47,05.02.17,0.85,organic,Detroit
48,29.01.17,1.54,organic,Detroit
49,22.01.17,0.77,organic,Detroit
50,15.01.17,1.88,organic,Detroit
51,08.01.17,1.74,organic,Detroit
52,01.01.17,1.77,organic,Detroit
0,31.12.17,1.28,organic,GrandRapids
1,24.12.17,1.3,organic,GrandRapids
2,17.12.17,1.28,organic,GrandRapids
3,10.12.17,1.29,organic,GrandRapids
4,03.12.17,1.31,organic,GrandRapids
5,26.11.17,1.3,organic,GrandRapids
6,19.11.17,1.27,organic,GrandRapids
7,12.11.17,1.43,organic,GrandRapids
8,05.11.17,1.52,organic,GrandRapids
9,29.10.17,1.32,organic,GrandRapids
10,22.10.17,1.32,organic,GrandRapids
11,15.10.17,1.41,organic,GrandRapids
12,08.10.17,1.51,organic,GrandRapids
13,01.10.17,1.44,organic,GrandRapids
14,24.09.17,1.46,organic,GrandRapids
15,17.09.17,1.4,organic,GrandRapids
16,10.09.17,1.4,organic,GrandRapids
17,03.09.17,1.26,organic,GrandRapids
18,27.08.17,1.21,organic,GrandRapids
19,20.08.17,1.13,organic,GrandRapids
20,13.08.17,1.18,organic,GrandRapids
21,06.08.17,1.29,organic,GrandRapids
22,30.07.17,1.33,organic,GrandRapids
23,23.07.17,1.27,organic,GrandRapids
24,16.07.17,1.32,organic,GrandRapids
25,09.07.17,2.19,organic,GrandRapids
26,02.07.17,1.97,organic,GrandRapids
27,25.06.17,2.73,organic,GrandRapids
28,18.06.17,2.62,organic,GrandRapids
29,11.06.17,2.39,organic,GrandRapids
30,04.06.17,2.33,organic,GrandRapids
31,28.05.17,2.44,organic,GrandRapids
32,21.05.17,2.34,organic,GrandRapids
33,14.05.17,2.11,organic,GrandRapids
34,07.05.17,2.32,organic,GrandRapids
35,30.04.17,2.21,organic,GrandRapids
36,23.04.17,2.13,organic,GrandRapids
37,16.04.17,2.19,organic,GrandRapids
38,09.04.17,2,organic,GrandRapids
39,02.04.17,2.07,organic,GrandRapids
40,26.03.17,2.05,organic,GrandRapids
41,19.03.17,2.05,organic,GrandRapids
42,12.03.17,1.94,organic,GrandRapids
43,05.03.17,1.33,organic,GrandRapids
44,26.02.17,1.57,organic,GrandRapids
45,19.02.17,1.64,organic,GrandRapids
46,12.02.17,1.27,organic,GrandRapids
47,05.02.17,1.7,organic,GrandRapids
48,29.01.17,1.67,organic,GrandRapids
49,22.01.17,1.52,organic,GrandRapids
50,15.01.17,1.75,organic,GrandRapids
51,08.01.17,1.52,organic,GrandRapids
52,01.01.17,1.79,organic,GrandRapids
0,31.12.17,1.29,organic,GreatLakes
1,24.12.17,1.5,organic,GreatLakes
2,17.12.17,1.42,organic,GreatLakes
3,10.12.17,1.49,organic,GreatLakes
4,03.12.17,1.52,organic,GreatLakes
5,26.11.17,1.52,organic,GreatLakes
6,19.11.17,1.53,organic,GreatLakes
7,12.11.17,1.64,organic,GreatLakes
8,05.11.17,1.69,organic,GreatLakes
9,29.10.17,1.7,organic,GreatLakes
10,22.10.17,1.68,organic,GreatLakes
11,15.10.17,1.68,organic,GreatLakes
12,08.10.17,1.7,organic,GreatLakes
13,01.10.17,1.72,organic,GreatLakes
14,24.09.17,1.89,organic,GreatLakes
15,17.09.17,1.84,organic,GreatLakes
16,10.09.17,1.82,organic,GreatLakes
17,03.09.17,1.82,organic,GreatLakes
18,27.08.17,1.73,organic,GreatLakes
19,20.08.17,1.6,organic,GreatLakes
20,13.08.17,1.54,organic,GreatLakes
21,06.08.17,1.65,organic,GreatLakes
22,30.07.17,1.65,organic,GreatLakes
23,23.07.17,1.68,organic,GreatLakes
24,16.07.17,1.64,organic,GreatLakes
25,09.07.17,1.62,organic,GreatLakes
26,02.07.17,1.58,organic,GreatLakes
27,25.06.17,1.59,organic,GreatLakes
28,18.06.17,1.56,organic,GreatLakes
29,11.06.17,1.13,organic,GreatLakes
30,04.06.17,1.69,organic,GreatLakes
31,28.05.17,1.72,organic,GreatLakes
32,21.05.17,1.59,organic,GreatLakes
33,14.05.17,1.68,organic,GreatLakes
34,07.05.17,1.74,organic,GreatLakes
35,30.04.17,1.84,organic,GreatLakes
36,23.04.17,1.71,organic,GreatLakes
37,16.04.17,1.36,organic,GreatLakes
38,09.04.17,1.36,organic,GreatLakes
39,02.04.17,1.51,organic,GreatLakes
40,26.03.17,1.08,organic,GreatLakes
41,19.03.17,1.55,organic,GreatLakes
42,12.03.17,1.08,organic,GreatLakes
43,05.03.17,0.83,organic,GreatLakes
44,26.02.17,0.94,organic,GreatLakes
45,19.02.17,0.9,organic,GreatLakes
46,12.02.17,1.08,organic,GreatLakes
47,05.02.17,1.14,organic,GreatLakes
48,29.01.17,1.35,organic,GreatLakes
49,22.01.17,1.19,organic,GreatLakes
50,15.01.17,1.7,organic,GreatLakes
51,08.01.17,1.55,organic,GreatLakes
52,01.01.17,1.44,organic,GreatLakes
0,31.12.17,1.45,organic,HarrisburgScranton
1,24.12.17,1.46,organic,HarrisburgScranton
2,17.12.17,1.46,organic,HarrisburgScranton
3,10.12.17,1.41,organic,HarrisburgScranton
4,03.12.17,1.46,organic,HarrisburgScranton
5,26.11.17,1.51,organic,HarrisburgScranton
6,19.11.17,1.62,organic,HarrisburgScranton
7,12.11.17,1.56,organic,HarrisburgScranton
8,05.11.17,1.61,organic,HarrisburgScranton
9,29.10.17,1.63,organic,HarrisburgScranton
10,22.10.17,1.48,organic,HarrisburgScranton
11,15.10.17,1.51,organic,HarrisburgScranton
12,08.10.17,1.44,organic,HarrisburgScranton
13,01.10.17,1.5,organic,HarrisburgScranton
14,24.09.17,1.47,organic,HarrisburgScranton
15,17.09.17,1.51,organic,HarrisburgScranton
16,10.09.17,1.51,organic,HarrisburgScranton
17,03.09.17,1.72,organic,HarrisburgScranton
18,27.08.17,1.73,organic,HarrisburgScranton
