X1,Date,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
38,09.04.17,424.4,1084.64,0,organic,Jacksonville,4046_1083.93,4225_337.22,4770_12.68
39,02.04.17,3139.11,2545.55,0,organic,Jacksonville,4046_780.86,4225_168.87,4770_7.62
40,26.03.17,1867.31,1703.15,0,organic,Jacksonville,4046_682.39,4225_192.24,4770_10.18
41,19.03.17,568.89,2346.38,0,organic,Jacksonville,4046_581.24,4225_106.6,4770_5.08
42,12.03.17,345.56,2247.61,0,organic,Jacksonville,4046_635.64,4225_115.92,4770_5.1
43,05.03.17,141.11,1837.13,0,organic,Jacksonville,4046_854.82,4225_95.83,4770_1.28
44,26.02.17,323.54,1968.85,0,organic,Jacksonville,4046_749.78,4225_118.04,4770_0
45,19.02.17,1136.68,1036.21,0,organic,Jacksonville,4046_857.14,4225_147.79,4770_1.27
46,12.02.17,2528.9,873.21,0,organic,Jacksonville,4046_757.2,4225_137.22,4770_0
47,05.02.17,464.44,1920.75,0,organic,Jacksonville,4046_913.99,4225_112.02,4770_6.36
48,29.01.17,432.22,2864.22,0,organic,Jacksonville,4046_238.27,4225_58.03,4770_16.05
49,22.01.17,1396.67,3183.38,0,organic,Jacksonville,4046_296.3,4225_67.34,4770_20.81
50,15.01.17,1172.22,2995.77,0,organic,Jacksonville,4046_338.85,4225_97.16,4770_14.57
51,08.01.17,1050,2595.99,0,organic,Jacksonville,4046_325.5,4225_108.5,4770_0
52,01.01.17,910,2511.54,0,organic,Jacksonville,4046_245.43,4225_38.31,4770_2.39
0,31.12.17,6190.31,9.15,0,organic,LasVegas,4046_1479.66,4225_1733.93,4770_0
1,24.12.17,5555.33,27.74,0,organic,LasVegas,4046_1385.31,4225_1425.12,4770_0
2,17.12.17,4932.2,24.33,0,organic,LasVegas,4046_1104.72,4225_1479.8,4770_0
3,10.12.17,5651.78,30.17,0,organic,LasVegas,4046_1318.35,4225_1602.11,4770_0
4,03.12.17,5330.41,19.87,0,organic,LasVegas,4046_1471.55,4225_1226.52,4770_0
5,26.11.17,3683.56,0,0,organic,LasVegas,4046_1613.28,4225_1302.68,4770_0
6,19.11.17,4894.09,19.57,0,organic,LasVegas,4046_1387.57,4225_1452.61,4770_0
7,12.11.17,5504.25,28.9,0,organic,LasVegas,4046_1320.88,4225_1398.84,4770_0
8,05.11.17,3852.92,4.51,0,organic,LasVegas,4046_1540.11,4225_1637.33,4770_0
9,29.10.17,4908.26,9.39,0,organic,LasVegas,4046_1136.5,4225_1084.34,4770_0
10,22.10.17,5486.54,31.23,0,organic,LasVegas,4046_1255.39,4225_358.12,4770_0
11,15.10.17,4780.24,65.21,0,organic,LasVegas,4046_1113.04,4225_173.88,4770_0
12,08.10.17,5038.49,55.79,0,organic,LasVegas,4046_1223.09,4225_194.14,4770_0
13,01.10.17,4037.32,83.88,0,organic,LasVegas,4046_1055.34,4225_115.35,4770_0
14,24.09.17,4281.47,16.67,0,organic,LasVegas,4046_1048.15,4225_145,4770_0
15,17.09.17,4200.29,6.67,0,organic,LasVegas,4046_1148.88,4225_131.26,4770_0
16,10.09.17,3968.34,18.09,0,organic,LasVegas,4046_1027.67,4225_1970.77,4770_0
17,03.09.17,3120.9,66.02,0,organic,LasVegas,4046_905.07,4225_1999.56,4770_0
18,27.08.17,6061.61,37.64,0,organic,LasVegas,4046_1804.67,4225_2506.22,4770_0
19,20.08.17,3699.15,19.42,0,organic,LasVegas,4046_1214.19,4225_2783.49,4770_0
20,13.08.17,2520.14,69.84,0,organic,LasVegas,4046_913.51,4225_2538.57,4770_0
21,06.08.17,5623.09,27.63,0,organic,LasVegas,4046_1959.22,4225_2514.13,4770_0
22,30.07.17,6056.82,42.08,0,organic,LasVegas,4046_1859.58,4225_2464.2,4770_0
23,23.07.17,4248.87,36.5,0,organic,LasVegas,4046_1379.57,4225_2862.27,4770_0
24,16.07.17,4443.63,63.74,0,organic,LasVegas,4046_1296.04,4225_2815.04,4770_0
25,09.07.17,4986.88,304.1,0,organic,LasVegas,4046_1693.33,4225_4245.64,4770_0
26,02.07.17,4359.15,1773.91,0,organic,LasVegas,4046_1952.02,4225_2930.62,4770_0
27,25.06.17,2404.38,3447.47,0,organic,LasVegas,4046_1963.82,4225_3093.37,4770_0
28,18.06.17,1909.65,3414.79,0,organic,LasVegas,4046_1706.85,4225_3322.38,4770_0
29,11.06.17,2823.89,3840.95,0,organic,LasVegas,4046_2058.67,4225_2749.59,4770_0
30,04.06.17,4071.86,4218.99,0,organic,LasVegas,4046_2283.25,4225_2943.11,4770_0
31,28.05.17,943.54,4240.79,0,organic,LasVegas,4046_1872.87,4225_2730.95,4770_1.28
32,21.05.17,753.66,1690.21,0,organic,LasVegas,4046_2887.66,4225_3339.62,4770_0
33,14.05.17,560,1638.43,0,organic,LasVegas,4046_3039,4225_2852.86,4770_0
34,07.05.17,389.78,1469.39,0,organic,LasVegas,4046_2767.64,4225_3687.6,4770_0
35,30.04.17,437.22,1626.66,0,organic,LasVegas,4046_1049.39,4225_4429.33,4770_2.58
36,23.04.17,888.21,2717.94,0,organic,LasVegas,4046_1121.34,4225_5184.26,4770_0
37,16.04.17,8550.64,610.72,0,organic,LasVegas,4046_1471.8,4225_3773.11,4770_0
38,09.04.17,11935.27,84.56,0,organic,LasVegas,4046_1623.51,4225_3932.58,4770_0
39,02.04.17,11740.27,133.09,0,organic,LasVegas,4046_1691.21,4225_3619.37,4770_0
40,26.03.17,11468.09,161.94,0,organic,LasVegas,4046_1879.08,4225_4266.97,4770_0
41,19.03.17,7885.12,2231.36,0,organic,LasVegas,4046_2548.8,4225_4383.36,4770_0
42,12.03.17,13805.95,425.52,0,organic,LasVegas,4046_2478.71,4225_4691.98,4770_0
43,05.03.17,12277.2,416.52,0,organic,LasVegas,4046_2110.61,4225_5897.56,4770_0
44,26.02.17,13934.92,143.7,0,organic,LasVegas,4046_2174.39,4225_9684.7,4770_0
45,19.02.17,11577.52,699.12,0,organic,LasVegas,4046_1900.85,4225_3776.59,4770_0
46,12.02.17,14188.24,29.53,0,organic,LasVegas,4046_2228.74,4225_5528.66,4770_2.66
47,05.02.17,10505.41,11.77,0,organic,LasVegas,4046_1662.7,4225_4924.57,4770_0
48,29.01.17,7258.26,29.47,0,organic,LasVegas,4046_1129.81,4225_3211.73,4770_9.28
49,22.01.17,5992.65,12.55,0,organic,LasVegas,4046_1117.76,4225_3189.79,4770_0
50,15.01.17,5582.41,0,0,organic,LasVegas,4046_941.79,4225_2918.63,4770_0
51,08.01.17,6938.25,39.33,0,organic,LasVegas,4046_1287.54,4225_2376.07,4770_0
52,01.01.17,5478.55,136.86,0,organic,LasVegas,4046_997.48,4225_2950.94,4770_0
0,31.12.17,42693.41,86.7,0,organic,LosAngeles,4046_15369.81,4225_20722.83,4770_0
1,24.12.17,36706.18,51.56,0,organic,LosAngeles,4046_8580.98,4225_24465.55,4770_0
2,17.12.17,30852.65,58.33,0,organic,LosAngeles,4046_9069.25,4225_24736.13,4770_0
3,10.12.17,34216.92,31.81,0,organic,LosAngeles,4046_15944.09,4225_19669.57,4770_0
4,03.12.17,39864.21,14.06,0,organic,LosAngeles,4046_7976.44,4225_23155.32,4770_0
5,26.11.17,31835.6,24.76,0,organic,LosAngeles,4046_6444.55,4225_21218.64,4770_0
6,19.11.17,35003.39,13.98,0,organic,LosAngeles,4046_6477.51,4225_19956.35,4770_0
7,12.11.17,36097.73,44.46,0,organic,LosAngeles,4046_8390.23,4225_17805.25,4770_0
8,05.11.17,35048.65,35.25,0,organic,LosAngeles,4046_7315.42,4225_31324.47,4770_0
9,29.10.17,39411.01,20.44,0,organic,LosAngeles,4046_8078.35,4225_19540.98,4770_0
10,22.10.17,40286.28,39.14,0,organic,LosAngeles,4046_7845.81,4225_20466.32,4770_0
11,15.10.17,34691.59,56.05,0,organic,LosAngeles,4046_6151.13,4225_16592.03,4770_0
12,08.10.17,30769.51,45.66,0,organic,LosAngeles,4046_5549.94,4225_22828.93,4770_0
13,01.10.17,30158.69,21.24,0,organic,LosAngeles,4046_8450.82,4225_26774.86,4770_0
14,24.09.17,32377.02,40.32,0,organic,LosAngeles,4046_12051.52,4225_29225.85,4770_1.59
15,17.09.17,27160.25,19.05,0,organic,LosAngeles,4046_12786.21,4225_24889.5,4770_0
16,10.09.17,27987.79,5.32,0,organic,LosAngeles,4046_11202.9,4225_25484.11,4770_0
17,03.09.17,32041.66,16,0,organic,LosAngeles,4046_10621.24,4225_27740.88,4770_0
18,27.08.17,31337.34,32.37,0,organic,LosAngeles,4046_11685.86,4225_20166.84,4770_0
19,20.08.17,46450.59,20,0,organic,LosAngeles,4046_10649.2,4225_18026.76,4770_0
20,13.08.17,45097.35,145.43,0,organic,LosAngeles,4046_10764.58,4225_16810.19,4770_0
21,06.08.17,38021.3,966.92,0,organic,LosAngeles,4046_9064.57,4225_19027.84,4770_0
22,30.07.17,39001.29,36.09,0,organic,LosAngeles,4046_9903.04,4225_18850.52,4770_0
23,23.07.17,36988.35,18.43,0,organic,LosAngeles,4046_9095.61,4225_24077.08,4770_0
24,16.07.17,40510.47,20.36,0,organic,LosAngeles,4046_10041.65,4225_24449.24,4770_0
25,09.07.17,79833.93,8.8,0,organic,LosAngeles,4046_11868.34,4225_28851.85,4770_0
26,02.07.17,69737.02,128.45,0,organic,LosAngeles,4046_11056.28,4225_28190.18,4770_0
27,25.06.17,72884.61,1893.27,0,organic,LosAngeles,4046_10376.87,4225_24717.88,4770_0
28,18.06.17,66783.78,6343.06,0,organic,LosAngeles,4046_11413.1,4225_24268.07,4770_0
29,11.06.17,69461.64,92.07,0,organic,LosAngeles,4046_11619.31,4225_25530.21,4770_0
30,04.06.17,78481.95,17.4,0,organic,LosAngeles,4046_12603.26,4225_37820.46,4770_0
31,28.05.17,81486.37,75.21,0,organic,LosAngeles,4046_11731.8,4225_29593.14,4770_0
32,21.05.17,72518.58,132.22,0,organic,LosAngeles,4046_10947.18,4225_30522.45,4770_0
33,14.05.17,64377.29,1298.22,0,organic,LosAngeles,4046_11688.57,4225_28601.28,4770_0
34,07.05.17,86014.32,584.52,0,organic,LosAngeles,4046_12550.12,4225_38336.01,4770_0
35,30.04.17,83579.29,2963.54,0,organic,LosAngeles,4046_10894.08,4225_29816.95,4770_1.59
36,23.04.17,75004.87,10265.1,0,organic,LosAngeles,4046_12241.09,4225_29711.25,4770_0
37,16.04.17,76233.25,6725.02,0,organic,LosAngeles,4046_10922.54,4225_28994.48,4770_1.6
38,09.04.17,70010.1,5222.79,0,organic,LosAngeles,4046_13906.18,4225_29159.75,4770_6.4
39,02.04.17,74785.28,2858.6,0,organic,LosAngeles,4046_13732.06,4225_30991.3,4770_17.58
40,26.03.17,73831.31,2440.71,0,organic,LosAngeles,4046_17237.4,4225_32193.35,4770_7.96
41,19.03.17,69061.91,15837.34,0,organic,LosAngeles,4046_11812.81,4225_38905.35,4770_19.1
42,12.03.17,83175.87,10951.93,0,organic,LosAngeles,4046_12242.8,4225_37476.71,4770_1.6
43,05.03.17,77383.56,27712.07,0,organic,LosAngeles,4046_12954.25,4225_28009.38,4770_6.45
44,26.02.17,87365.6,13157.69,0,organic,LosAngeles,4046_12328.78,4225_30665.47,4770_3.2
45,19.02.17,68066.56,831.7,0,organic,LosAngeles,4046_13178.37,4225_33656.51,4770_1.61
46,12.02.17,56547.41,1605.65,0,organic,LosAngeles,4046_12496.33,4225_24567.22,4770_10.99
47,05.02.17,40279.83,916.98,0,organic,LosAngeles,4046_15626.93,4225_34864.22,4770_0
48,29.01.17,42914.14,11178.28,0,organic,LosAngeles,4046_16192.49,4225_29310.8,4770_1.56
49,22.01.17,41824.67,2889.68,0,organic,LosAngeles,4046_10912.94,4225_21788.2,4770_3.12
50,15.01.17,46301.47,1057,0,organic,LosAngeles,4046_13881.57,4225_25602.56,4770_3.12
51,08.01.17,57800.85,3063.84,0,organic,LosAngeles,4046_18961.66,4225_33123.81,4770_3.12
52,01.01.17,43159.57,12006.59,0,organic,LosAngeles,4046_15830.84,4225_28951.76,4770_1.56
0,31.12.17,3623.32,1448.13,0,organic,Louisville,4046_1.27,4225_755.49,4770_0
1,24.12.17,1340.39,1659.21,0,organic,Louisville,4046_0,4225_977.13,4770_0
2,17.12.17,1284.9,1724.14,0,organic,Louisville,4046_1,4225_851.14,4770_0
3,10.12.17,1109.76,657.41,0,organic,Louisville,4046_0,4225_723.86,4770_0
4,03.12.17,964.23,691.6,0,organic,Louisville,4046_0,4225_941.51,4770_0
5,26.11.17,1182.6,397.33,0,organic,Louisville,4046_0,4225_930.33,4770_0
6,19.11.17,1070.55,336.28,0,organic,Louisville,4046_9.09,4225_901.48,4770_0
7,12.11.17,1111.38,660.72,0,organic,Louisville,4046_1.3,4225_944.43,4770_0
8,05.11.17,1658.64,593.25,0,organic,Louisville,4046_5.18,4225_756.67,4770_0
9,29.10.17,1739.58,1209.9,0,organic,Louisville,4046_1.3,4225_740.67,4770_0
10,22.10.17,1733.01,1404.93,0,organic,Louisville,4046_9.09,4225_1048.94,4770_0
11,15.10.17,1647.11,894.91,0,organic,Louisville,4046_2.59,4225_1120.58,4770_0
12,08.10.17,1173.79,726.65,0,organic,Louisville,4046_1.29,4225_1195.97,4770_0
13,01.10.17,1289.23,813.34,0,organic,Louisville,4046_0,4225_999.73,4770_0
14,24.09.17,1064.51,2015.07,0,organic,Louisville,4046_2.59,4225_1074.42,4770_0
15,17.09.17,713.34,2063.44,0,organic,Louisville,4046_9.05,4225_993.21,4770_0
16,10.09.17,1066.09,1500.21,0,organic,Louisville,4046_2.58,4225_948.75,4770_0
17,03.09.17,835.36,1622.1,0,organic,Louisville,4046_7.74,4225_1116.53,4770_0
18,27.08.17,1313.78,1339.97,0,organic,Louisville,4046_1.28,4225_973.22,4770_0
19,20.08.17,971.97,1029.69,0,organic,Louisville,4046_0,4225_1114.13,4770_0
20,13.08.17,1102.05,386.84,0,organic,Louisville,4046_0,4225_1252.59,4770_0
21,06.08.17,729.74,1600.58,0,organic,Louisville,4046_0,4225_1226.78,4770_0
22,30.07.17,1403.33,2109.71,0,organic,Louisville,4046_0,4225_1153.38,4770_0
23,23.07.17,868.53,2750.57,0,organic,Louisville,4046_0,4225_1441.91,4770_0
24,16.07.17,924.38,2186.91,0,organic,Louisville,4046_0,4225_1527.56,4770_0
25,09.07.17,11.67,890.33,0,organic,Louisville,4046_0,4225_1551.16,4770_0
26,02.07.17,30.22,4144.36,0,organic,Louisville,4046_0,4225_1338.51,4770_0
27,25.06.17,10,3019.92,0,organic,Louisville,4046_0,4225_1490.94,4770_0
28,18.06.17,6.67,3437.7,0,organic,Louisville,4046_0,4225_1421.83,4770_0
29,11.06.17,50,4824.11,0,organic,Louisville,4046_0,4225_1633.09,4770_0
30,04.06.17,457.22,2454.81,0,organic,Louisville,4046_0,4225_1505.75,4770_0
31,28.05.17,763.33,2503.34,0,organic,Louisville,4046_0,4225_1185.02,4770_0
32,21.05.17,577.77,2966.54,0,organic,Louisville,4046_0,4225_1200.84,4770_0
33,14.05.17,620.55,3912.37,0,organic,Louisville,4046_0,4225_1188.69,4770_0
34,07.05.17,445.56,1499.22,0,organic,Louisville,4046_0,4225_1570.14,4770_0
35,30.04.17,234.45,3292.17,0,organic,Louisville,4046_0,4225_1639.61,4770_0
36,23.04.17,336.67,1499.96,0,organic,Louisville,4046_0,4225_1507.19,4770_0
37,16.04.17,752.22,2198.88,0,organic,Louisville,4046_5.55,4225_1947.76,4770_0
38,09.04.17,325.56,147.27,0,organic,Louisville,4046_0,4225_1553.23,4770_0
39,02.04.17,390,1100.04,0,organic,Louisville,4046_0,4225_1676.19,4770_0
40,26.03.17,385.56,4704.85,0,organic,Louisville,4046_15,4225_1354.56,4770_0
41,19.03.17,372.23,2649.92,0,organic,Louisville,4046_15.67,4225_1395.21,4770_0
42,12.03.17,273.33,6066.87,0,organic,Louisville,4046_6.28,4225_1361.74,4770_0
43,05.03.17,306.66,8183.51,0,organic,Louisville,4046_9.25,4225_1302.28,4770_0
44,26.02.17,402.22,3810.64,0,organic,Louisville,4046_12,4225_1257.03,4770_0
45,19.02.17,287.77,9005.75,0,organic,Louisville,4046_0,4225_1277.78,4770_0
46,12.02.17,313.33,3711.44,0,organic,Louisville,4046_4,4225_1259.97,4770_0
47,05.02.17,441.11,675.88,0,organic,Louisville,4046_0,4225_991.67,4770_0
48,29.01.17,193.33,338.51,0,organic,Louisville,4046_0,4225_938.08,4770_0
49,22.01.17,536.66,554.78,0,organic,Louisville,4046_0,4225_1006.17,4770_0
50,15.01.17,626.67,0,0,organic,Louisville,4046_13.85,4225_1318.58,4770_0
51,08.01.17,656.66,8.39,0,organic,Louisville,4046_0,4225_1157.89,4770_0
52,01.01.17,513.34,0,0,organic,Louisville,4046_5.04,4225_1395.31,4770_0
0,31.12.17,6147.77,12.59,0,organic,MiamiFtLauderdale,4046_24.84,4225_333.44,4770_0
1,24.12.17,6896.84,756.36,0,organic,MiamiFtLauderdale,4046_88.73,4225_720.93,4770_0
2,17.12.17,7027.76,590.12,0,organic,MiamiFtLauderdale,4046_232.71,4225_636.22,4770_0
3,10.12.17,5024.43,4.44,0,organic,MiamiFtLauderdale,4046_31.72,4225_265.21,4770_0
4,03.12.17,4836.67,17.1,0,organic,MiamiFtLauderdale,4046_50.56,4225_397.82,4770_0
5,26.11.17,5128.9,470.6,0,organic,MiamiFtLauderdale,4046_96.13,4225_606.44,4770_0
6,19.11.17,5227.78,93.93,0,organic,MiamiFtLauderdale,4046_61.31,4225_490.32,4770_0
7,12.11.17,4652.23,876.23,0,organic,MiamiFtLauderdale,4046_126.7,4225_908.55,4770_0
8,05.11.17,4226.66,900.75,0,organic,MiamiFtLauderdale,4046_64.69,4225_911.14,4770_0
9,29.10.17,4908.88,229.33,0,organic,MiamiFtLauderdale,4046_32.98,4225_424.67,4770_0
10,22.10.17,3068.61,906.25,0,organic,MiamiFtLauderdale,4046_139.07,4225_728.38,4770_0
11,15.10.17,657.77,32.71,0,organic,MiamiFtLauderdale,4046_24.83,4225_384.79,4770_0
12,08.10.17,3221.11,3.33,0,organic,MiamiFtLauderdale,4046_98.7,4225_435.16,4770_0
13,01.10.17,2496.67,0,0,organic,MiamiFtLauderdale,4046_33.26,4225_445.6,4770_0
14,24.09.17,2630,0,0,organic,MiamiFtLauderdale,4046_29.29,4225_319.28,4770_0
15,17.09.17,1246.67,0,0,organic,MiamiFtLauderdale,4046_44.29,4225_15.22,4770_0
16,10.09.17,3257.78,3.33,0,organic,MiamiFtLauderdale,4046_30.31,4225_8.31,4770_0
17,03.09.17,2602.23,6.66,0,organic,MiamiFtLauderdale,4046_36.32,4225_2.78,4770_0
18,27.08.17,3375.55,0,0,organic,MiamiFtLauderdale,4046_15.07,4225_2.77,4770_0
19,20.08.17,4523.33,0,0,organic,MiamiFtLauderdale,4046_25.5,4225_20.83,4770_0
20,13.08.17,4087.77,3.33,0,organic,MiamiFtLauderdale,4046_16.34,4225_29.2,4770_0
21,06.08.17,4073.33,11.1,0,organic,MiamiFtLauderdale,4046_11.67,4225_44.02,4770_0
22,30.07.17,4607.77,0,0,organic,MiamiFtLauderdale,4046_10.67,4225_17.35,4770_0
23,23.07.17,4902.06,3.33,0,organic,MiamiFtLauderdale,4046_22.07,4225_27.4,4770_0
24,16.07.17,5448.49,3.33,0,organic,MiamiFtLauderdale,4046_6.65,4225_14.62,4770_0
25,09.07.17,3790.71,3.33,0,organic,MiamiFtLauderdale,4046_89.08,4225_521.03,4770_0
26,02.07.17,4257.4,6.67,0,organic,MiamiFtLauderdale,4046_267.85,4225_1709.97,4770_0
27,25.06.17,3061.11,3.33,0,organic,MiamiFtLauderdale,4046_325.3,4225_1885.23,4770_0
28,18.06.17,4664.99,0,0,organic,MiamiFtLauderdale,4046_304.94,4225_1510.72,4770_0
29,11.06.17,5015.94,0,0,organic,MiamiFtLauderdale,4046_837.58,4225_250.77,4770_0
30,04.06.17,4215.74,1.83,0,organic,MiamiFtLauderdale,4046_1070.87,4225_139.61,4770_0
31,28.05.17,4815.63,1.83,0,organic,MiamiFtLauderdale,4046_1096.73,4225_86.78,4770_0
32,21.05.17,4806.82,773.55,0,organic,MiamiFtLauderdale,4046_515.52,4225_81.14,4770_0
33,14.05.17,3846.67,1671.81,0,organic,MiamiFtLauderdale,4046_279.85,4225_84.9,4770_0
34,07.05.17,1937.78,693.16,0,organic,MiamiFtLauderdale,4046_838.16,4225_73.77,4770_0
35,30.04.17,2250,11.49,0,organic,MiamiFtLauderdale,4046_1154.19,4225_62.02,4770_0
36,23.04.17,2540,37.44,0,organic,MiamiFtLauderdale,4046_1362.77,4225_71.28,4770_0
37,16.04.17,1481.11,908.36,0,organic,MiamiFtLauderdale,4046_738.26,4225_69.63,4770_0
38,09.04.17,1365.56,2039.8,0,organic,MiamiFtLauderdale,4046_317.51,4225_25.8,4770_0
39,02.04.17,1622.22,1955.27,0,organic,MiamiFtLauderdale,4046_545.88,4225_36.18,4770_0
40,26.03.17,4250,103.85,0,organic,MiamiFtLauderdale,4046_1352.29,4225_124.61,4770_0
41,19.03.17,1107.78,0,0,organic,MiamiFtLauderdale,4046_1223.8,4225_96.36,4770_0
42,12.03.17,926.67,20.4,0,organic,MiamiFtLauderdale,4046_1043.83,4225_77.36,4770_0
43,05.03.17,1372.22,1008.87,0,organic,MiamiFtLauderdale,4046_1073.79,4225_128.96,4770_0
44,26.02.17,1188.89,638.98,0,organic,MiamiFtLauderdale,4046_1208.16,4225_65.84,4770_0
45,19.02.17,3646.67,762.43,0,organic,MiamiFtLauderdale,4046_846.14,4225_49.2,4770_0
46,12.02.17,4157.77,1505.76,0,organic,MiamiFtLauderdale,4046_295.27,4225_8.03,4770_0
47,05.02.17,1155.56,2068.76,0,organic,MiamiFtLauderdale,4046_398.22,4225_4.01,4770_0
48,29.01.17,2085.56,2123.81,0,organic,MiamiFtLauderdale,4046_255.33,4225_8.07,4770_0
49,22.01.17,3727.78,1926.19,0,organic,MiamiFtLauderdale,4046_221.91,4225_12.1,4770_0
50,15.01.17,5116.66,2281.27,0,organic,MiamiFtLauderdale,4046_297.27,4225_12.11,4770_0
51,08.01.17,3260,2526.29,0,organic,MiamiFtLauderdale,4046_421.41,4225_6.73,4770_0
52,01.01.17,1970,2972.72,0,organic,MiamiFtLauderdale,4046_290.61,4225_20.17,4770_0
0,31.12.17,102542.42,8696.02,0,organic,Midsouth,4046_2528.46,4225_37771.11,4770_861.76
1,24.12.17,86520.12,7899.72,0,organic,Midsouth,4046_2543.96,4225_33564.26,4770_712.1
2,17.12.17,80649.5,11016.61,0,organic,Midsouth,4046_2761.68,4225_34831.02,4770_640.04
3,10.12.17,97646.59,5900.83,0,organic,Midsouth,4046_3274.32,4225_33387.67,4770_675.89
4,03.12.17,85848.62,3589.76,0,organic,Midsouth,4046_2948,4225_38442.38,4770_759.91
5,26.11.17,80658.79,3199.9,0,organic,Midsouth,4046_2273.75,4225_31229.01,4770_553.57
6,19.11.17,70589.95,1795.83,0,organic,Midsouth,4046_2266.66,4225_33847.74,4770_487.56
7,12.11.17,89571.58,5494.36,0,organic,Midsouth,4046_2436.31,4225_32888.12,4770_627.22
8,05.11.17,91436.08,5865.01,0,organic,Midsouth,4046_3560.76,4225_36025.34,4770_677.79
9,29.10.17,110757.39,8419.71,0,organic,Midsouth,4046_2448.54,4225_34603.78,4770_619.38
10,22.10.17,115932.33,9629.41,0,organic,Midsouth,4046_2401.85,4225_39858.54,4770_607.05
11,15.10.17,127686.14,7630.23,0,organic,Midsouth,4046_2928.11,4225_35554.07,4770_556.45
12,08.10.17,131997.28,4090.54,0,organic,Midsouth,4046_4376.74,4225_35185.02,4770_566.08
13,01.10.17,101954.05,8631.54,0,organic,Midsouth,4046_4351.29,4225_33501.74,4770_592.25
14,24.09.17,115927.2,21521.45,0,organic,Midsouth,4046_4036.4,4225_34545.41,4770_517.42
15,17.09.17,102794.03,15543.45,0,organic,Midsouth,4046_3307.02,4225_36351.09,4770_628.33
16,10.09.17,112342.72,14686.2,0,organic,Midsouth,4046_4000.03,4225_37302.61,4770_622.28
17,03.09.17,100375.43,18315.44,0,organic,Midsouth,4046_6815.74,4225_41002.21,4770_840.59
18,27.08.17,81240.44,11593.32,0,organic,Midsouth,4046_6349.61,4225_41161.57,4770_688.15
19,20.08.17,84138.69,9672.79,0,organic,Midsouth,4046_3383.69,4225_40533,4770_660.73
20,13.08.17,85427.32,2532.02,0,organic,Midsouth,4046_2791.66,4225_38100,4770_837.16
21,06.08.17,86645.75,11160.3,0,organic,Midsouth,4046_3190.54,4225_45905.95,4770_871.79
22,30.07.17,80259.26,14717.6,0,organic,Midsouth,4046_3072.11,4225_44213.86,4770_991.22
23,23.07.17,103897.97,19471.34,0,organic,Midsouth,4046_2368.63,4225_49706.22,4770_1106.94
24,16.07.17,78625.54,13685.15,0,organic,Midsouth,4046_2458.19,4225_44872.35,4770_1239.5
25,09.07.17,35708.96,18780.38,0,organic,Midsouth,4046_3114.64,4225_50540.83,4770_1282.83
26,02.07.17,34038.53,30127.99,0,organic,Midsouth,4046_2774.67,4225_52195.81,4770_1321.72
27,25.06.17,38193.8,32425.39,0,organic,Midsouth,4046_2567.52,4225_50700.82,4770_1147.57
28,18.06.17,36430.85,30419.4,0,organic,Midsouth,4046_3304.26,4225_56369.25,4770_1270.6
29,11.06.17,45391.71,48387.15,0,organic,Midsouth,4046_3919.7,4225_51398.57,4770_1205.25
30,04.06.17,33346.76,33456.66,0,organic,Midsouth,4046_3976.74,4225_55615.87,4770_1415.12
31,28.05.17,36140.3,35139.12,0,organic,Midsouth,4046_4061.5,4225_52094.56,4770_1610.71
32,21.05.17,35445.81,27734.72,0,organic,Midsouth,4046_3719.26,4225_48346.59,4770_1603.39
33,14.05.17,38041.51,34448.72,0,organic,Midsouth,4046_3776.69,4225_55201.16,4770_1954.5
34,07.05.17,35661.6,22161.07,0,organic,Midsouth,4046_2964.11,4225_48570.73,4770_1704.61
35,30.04.17,36527.33,23819.59,0,organic,Midsouth,4046_4131.4,4225_51699.07,4770_1538.54
36,23.04.17,36180.97,15282.64,0,organic,Midsouth,4046_3840.93,4225_50473.85,4770_1386.8
37,16.04.17,39490.55,28054.51,0,organic,Midsouth,4046_4340.81,4225_57599.11,4770_2526.06
38,09.04.17,34323.06,42777.63,0,organic,Midsouth,4046_3866.01,4225_54710.71,4770_2285.58
39,02.04.17,36145.43,28065.39,0,organic,Midsouth,4046_4585.96,4225_58475.37,4770_2227.82
40,26.03.17,31877.73,50602.4,0,organic,Midsouth,4046_4177.03,4225_50392.67,4770_2224.98
41,19.03.17,28803.38,19854.32,0,organic,Midsouth,4046_3900.08,4225_42658.05,4770_1814.98
42,12.03.17,34491.91,39609.51,0,organic,Midsouth,4046_3840.57,4225_42071.43,4770_1856.19
43,05.03.17,31239.27,81115.32,0,organic,Midsouth,4046_4471.53,4225_38267.49,4770_1457.66
44,26.02.17,33735.94,59378.75,0,organic,Midsouth,4046_3921.76,4225_41022.31,4770_1849.73
45,19.02.17,32456.16,61186.35,0,organic,Midsouth,4046_4325.51,4225_48328.21,4770_1888.62
46,12.02.17,35082.56,47472.58,0,organic,Midsouth,4046_3448.61,4225_41590.11,4770_1599.36
47,05.02.17,39453.34,14338.65,0,organic,Midsouth,4046_3676.77,4225_42152.81,4770_1526.21
48,29.01.17,33303.24,11484.11,0,organic,Midsouth,4046_3428.23,4225_45235.31,4770_2048.59
49,22.01.17,39758.09,13842.43,0,organic,Midsouth,4046_2981.29,4225_38351.15,4770_1985.43
50,15.01.17,37053.18,1826.16,0,organic,Midsouth,4046_3414.04,4225_43794.8,4770_2191.38
